0 SCALE_EMI_DMS SCALE_EMI_SHP_SO2 SCALE_EMI_ANTNS_SO2 SCALE_EMI_ANT_BC SCALE_EMI_ANT_OC SCALE_EMI_BB_SO2 SCALE_EMI_BB_BC SCALE_EMI_BB_OC SCALE_FRICV SCALE_EMI_SS_ACC SCALE_EMI_SS_COARSE SCALE_SEASALT_EXPO SCALE_EMI_CMR_FF SCALE_EMI_CMR_BB BC_RAD_NI DU_RAD_NI SCALE_SO2_REACTIONS SCALE_DMS_REACTIONS SCALE_WETDEP_IC SCALE_WETDEP_BC SCALE_DRYDEP_ACC SCALE_SO4_COATING KAPPA_SO4 KAPPA_OC SCALE_ACTIVATION SCALE_VERTICAL_VELOCITY SCALE_NUC_FT INSTALL START END
PPE_ENS_143 1.3323494 1.5807230 0.9375045 1.2896757 1.2218669 1.7748670 1.8701247 3.7026696 0.9650576 2.2341533 1.4121108 0.9676702 2.5700148e-08 1.3170856e-07 0.7012339 2.1763250e-03 1.5378121 1.1288485 0.8137597 1.1068664 1.0783286 1.0198318 0.4083296 0.1320351 0.9151485 0.8583127 5.5266478 0 0 0
PPE_ENS_144 0.6638683 1.8530706 0.8399034 1.2849927 0.9054706 1.7156104 1.4476796 2.3253524 0.9280375 1.3341212 0.9125752 1.0677644 3.0125300e-08 7.3428073e-08 0.5624076 6.6599178e-04 1.0593244 1.2974444 1.1617761 2.1182375 0.1190334 2.1524607 0.5415059 0.1082614 0.9765934 1.1452059 2.5361788 0 0 0
PPE_ENS_145 1.9575704 1.5350178 0.7130704 1.3591160 0.8900013 1.9684767 1.7403853 0.8486701 1.0672110 2.6597892 1.5324471 1.0950570 2.0666206e-08 4.7595725e-08 0.8273932 9.9002613e-04 1.6063951 1.5313711 1.0349006 0.6309318 4.3596997 1.2515050 0.6574916 0.1623302 1.1560224 1.4389889 1.0183807 0 0 0
PPE_ENS_146 0.6855659 0.2547723 0.7314245 1.3045887 0.6414579 1.9164339 1.0615268 1.5824385 1.0090573 1.1310583 1.8049992 1.0660407 2.4790626e-08 9.6465895e-08 0.6880528 5.3136171e-04 1.3486483 0.7639525 1.1152916 1.1781120 0.9152307 2.4679306 0.6656961 3.4312911e-02 0.7848976 1.0273924 2.8030900 0 0 0
PPE_ENS_147 2.0527738 2.8962109 0.7627742 1.0799850 1.1788053 1.8491264 2.5282270 1.0088702 1.0557929 0.7344934 0.2470432 1.0165573 2.4321460e-08 1.3709980e-07 0.7155470 2.2601840e-03 1.7373039 1.0530135 0.8958924 1.1270310 0.2309451 0.4044794 0.5591972 3.9353075e-02 1.0655253 0.5322470 0.3792262 0 0 0
PPE_ENS_148 2.6426650 0.8141651 0.9664295 1.5013590 1.1728638 1.6855761 1.4952704 1.7052387 1.0144023 1.0739877 2.0398807 0.9362298 4.3319107e-08 1.1175266e-07 0.3116615 1.0195259e-03 1.3152842 1.8976155 0.8614063 0.8792091 2.0044749 1.9393078 0.5369141 8.1952739e-02 1.0273239 0.9677340 0.7951894 0 0 0
PPE_ENS_149 2.4398966 1.1102725 1.0091429 1.6427037 0.8510751 0.7122898 2.8409742 2.3430472 1.0040886 0.8415296 1.1645936 0.9797771 3.9028511e-08 7.7983762e-08 0.5218586 5.9866035e-03 0.5452997 0.9519078 0.8050281 0.5387955 1.4639372 1.7885406 0.7880509 0.1825291 0.9747761 0.8398752 1.1116905 0 0 0
PPE_ENS_150 2.7703131 0.8914753 1.2913250 1.6998293 0.6776213 1.1010879 2.7807080 1.1942370 0.9098293 0.1882297 0.4280326 1.0929380 4.0991130e-08 6.5805928e-08 0.5892235 1.2266367e-03 0.6918752 0.6781349 1.2385560 1.6842280 1.7233111 0.6129629 0.4442963 0.2024657 1.0906050 0.8489658 2.1170019 0 0 0
PPE_ENS_151 2.4429767 2.7856622 1.5614110 0.7124328 0.9718347 2.9583321 2.5850403 1.7796698 0.9003567 1.5687953 0.3797513 1.0632312 2.9312211e-08 1.0625194e-07 0.6855639 2.6133226e-03 1.2402736 1.1538390 1.2322615 1.4991641 1.4192924 0.6398385 0.5255501 0.1372776 0.8305910 0.7935809 1.6808203 0 0 0
PPE_ENS_152 2.7886673 0.6227320 1.4963260 1.1918363 1.3939733 3.2301429 1.6280741 1.0204348 1.0709258 1.7780605 0.7968443 0.9844870 3.5368199e-08 1.0304396e-07 0.2563316 3.1319037e-03 1.7849074 1.9032526 0.7664238 1.1996699 3.6896099 2.0205231 0.5736342 7.7455997e-02 0.9238861 1.1936675 0.9045691 0 0 0
PPE_ENS_153 0.7630482 0.3066209 0.6650406 1.3251405 0.8969074 3.3455117 0.5940379 1.4041591 1.0833851 1.9278352 0.4637720 0.9745224 2.6664656e-08 3.8337246e-08 0.3499318 5.0716981e-03 1.4867685 1.6790827 1.1977613 1.7363117 3.4848995 3.7968160 0.5617478 0.1514738 1.2434957 0.6995347 3.5566285e-02 0 0 0
PPE_ENS_154 0.3016068 2.0474768 0.6705990 1.6461674 0.9331836 0.6385138 0.4494284 0.8905585 1.0335551 2.1993555 0.3671096 0.9579279 2.7288248e-08 1.3510632e-07 0.5653286 3.4496787e-03 1.1177492 1.3981154 1.0978091 1.3739576 0.5497288 3.5516009 0.7494557 0.1783610 1.1386810 1.0373733 1.1326047 0 0 0
PPE_ENS_155 0.2611117 0.6605383 1.1414020 1.3896225 1.3331823 3.2018458 1.2495327 0.2930195 0.9315389 0.5066095 1.8997805 1.0429042 2.2796659e-08 1.2202721e-07 0.7880486 3.4041049e-03 1.6008652 0.9833801 0.8997562 1.8586904 1.6708043 4.6632756 0.5483276 8.5626949e-02 1.2001109 0.6926738 1.0865831 0 0 0
PPE_ENS_156 1.9116715 3.6952510 0.7527107 0.6701403 1.3644712 1.3210999 1.1890343 0.5879780 0.9413498 0.3176762 0.6270613 1.0553540 3.0149506e-08 6.3726513e-08 0.7925210 2.1952852e-03 1.0086574 1.5275148 0.7713081 2.0999562 5.0855344 2.4142225 0.4179928 9.9223890e-02 0.7582654 0.5257227 1.8035476 0 0 0
PPE_ENS_157 1.0264834 3.1482758 0.9753848 0.7722424 1.5408131 1.5229942 0.2854477 2.1163648 1.0316744 0.7651100 0.7867210 0.9466092 4.4501814e-08 8.4701344e-08 0.4560692 3.7378186e-03 1.1462677 1.4388393 0.8347946 0.6488570 7.0136587 2.1959170 0.7533932 3.9225112e-02 0.7671433 1.2287715 0.8952104 0 0 0
PPE_ENS_158 0.9615618 2.3145484 1.3856076 0.9073518 1.6066004 2.8114218 3.6686059 0.8516184 1.0184220 1.9818392 1.1038542 0.9685633 2.3193354e-08 1.5725706e-07 0.7575277 2.4131425e-03 0.6352923 0.9617063 0.9881527 0.8924289 1.3156884 2.3098116 0.5944239 2.4807160e-02 0.8381579 0.9893816 3.0689632e-02 0 0 0
PPE_ENS_159 1.3936198 1.7497652 0.9073368 0.8442636 0.6027104 2.0972550 0.7398300 0.7040242 0.9954913 0.5939585 0.6857802 1.0612008 1.6706543e-08 1.7542941e-07 0.5351513 1.4811714e-03 1.1701515 1.8471913 1.1967117 0.5297887 1.0512486 1.8091667 0.4218596 0.1203200 1.1850582 1.2621998 2.8730539 0 0 0
PPE_ENS_160 2.9101147 1.1903289 0.8600109 1.1390994 1.3968547 3.0829368 2.6301030 3.4180093 1.0609015 1.4482883 1.3766691 1.0244341 3.8921604e-08 1.7177659e-07 0.7261860 2.2692954e-04 1.8700049 1.5141594 0.8790330 1.8427136 2.4199892 3.5197240 0.6013103 0.1786880 1.1764717 0.5920329 1.4173160 0 0 0
PPE_ENS_161 2.8800621 0.5476336 1.6598166 1.1719676 1.2648634 0.5906768 1.5576527 1.5948850 0.9789678 2.4314870 2.2358014 0.9033238 4.0404842e-08 9.5113125e-08 0.3427406 4.0287343e-03 0.6249876 1.7945110 0.9727988 1.6396586 0.4422647 2.6725790 0.7778810 3.2825334e-02 1.0574134 1.2970485 3.2579181 0 0 0
PPE_ENS_162 2.6801881 3.4222353 0.6997827 0.6020494 1.3223165 2.7468158 0.3034849 1.4186702 1.0246063 2.9073447 1.7836959 1.0209403 2.9939008e-08 9.0627817e-08 0.6271070 2.8460088e-03 1.6144077 0.6494496 0.7597674 1.1614515 1.2040278 1.6405952 0.7163022 0.1717478 1.1101259 1.2010973 1.5863374 0 0 0
PPE_ENS_163 2.3578762 0.4513258 1.2520508 1.0607694 0.6885754 0.5608592 0.9447162 2.5915910 0.9947816 2.0977369 1.3124660 1.0097833 2.4586269e-08 1.1594881e-07 0.4387908 9.5417874e-04 0.8388127 1.6209715 0.8398319 2.5436802 2.9240907 0.8356628 0.5397260 7.8666103e-02 1.1142809 0.6101992 5.3330743 0 0 0
PPE_ENS_164 0.5003074 1.7730806 1.0005337 1.1231163 0.8495044 0.8945766 2.1946397 2.6595383 1.0611655 0.6684263 0.8264433 0.9306110 3.6092049e-08 5.1561812e-08 0.5467367 2.7805408e-04 0.9049621 1.2662501 0.9789185 0.7631046 0.5084540 3.6892233 0.4428775 6.6658378e-02 1.1301239 0.9780941 3.5425551 0 0 0
PPE_ENS_165 2.8614185 1.5113363 1.3537842 0.9627175 0.7704987 3.4576895 1.6460434 2.3984858 0.9571393 0.5803403 2.1577214 0.9817641 2.0589359e-08 1.3130837e-07 0.7732233 2.7525958e-03 1.4671838 0.9895797 1.1016327 1.0184181 1.1954878 1.9768000 0.4390644 7.9693506e-02 0.7712088 0.8295220 0.4611168 0 0 0
PPE_ENS_166 0.3180272 2.2884244 1.4783357 1.3980601 0.6952344 1.8332575 3.0173723 2.0568760 0.9563451 0.8946445 2.5697506 1.0052524 2.8949186e-08 1.3351457e-07 0.4707969 9.0915104e-04 1.5626631 1.1142982 0.9666128 0.5124527 2.5337572 2.6538875 0.7355306 0.1906536 0.8074319 1.3297010 1.9343083 0 0 0
PPE_ENS_167 2.5787606 2.2240430 1.0757473 0.7954004 1.0050944 0.8686070 2.2047791 1.4310422 0.9941587 1.9447112 0.5642400 1.0981038 3.5758760e-08 1.8923596e-07 0.8131747 2.3138027e-03 0.5526388 0.7827395 0.9234554 1.4317527 2.6975238 2.8458498 0.7550894 0.1820048 1.0395908 0.8075251 7.6840097 0 0 0
PPE_ENS_168 1.5464680 2.3965409 1.5198718 1.2066470 1.1115712 2.8810063 2.4293278 0.6208983 1.0020869 2.5068517 0.6588178 0.9244789 2.2513237e-08 1.8360636e-07 0.6407496 1.6765040e-03 0.5225062 1.7386811 0.7546697 1.2789661 4.7205889 2.9549245 0.5661113 0.1427514 0.8601822 1.0952631 0.5484116 0 0 0
PPE_ENS_169 2.1545985 1.6185708 0.8713181 0.6974610 1.4126968 0.3883776 2.4129449 0.9750269 1.0147012 1.0468148 1.4810659 0.9272068 1.5718515e-08 1.3017296e-07 0.7516546 4.7991892e-03 1.2834509 1.5022237 0.9105260 2.0683246 6.3712992 1.3472224 0.6545062 0.1116594 1.1832707 1.4026834 2.4496864 0 0 0
PPE_ENS_170 1.7318467 0.6741951 0.6643189 1.3483384 1.8268774 1.7765864 2.6134952 0.4381094 1.0887850 0.7992153 2.1244407 0.9892930 3.1217436e-08 6.7195401e-08 0.6917319 1.1785383e-03 1.2113421 0.7068607 0.7951385 0.4840608 3.2911432 3.2194352 0.6234277 9.8479892e-02 0.8389462 1.2988092 0.1324623 0 0 0
PPE_ENS_171 2.1795193 2.4541181 1.6171178 1.4753950 1.6432139 2.3050228 1.2069915 1.4457750 0.9717240 1.3509319 0.2132573 1.0373653 2.7110742e-08 2.3423214e-07 0.7716489 1.3828861e-03 1.1894388 1.8375225 1.1751912 1.9565797 5.5558322 1.8210482 0.4932677 0.1185377 1.0035601 0.5874927 6.2505780 0 0 0
PPE_ENS_172 0.5750946 0.2738992 1.2127564 1.4858154 1.1039938 1.7492005 0.6744171 0.3047222 0.9459392 1.6388665 2.5250813 0.9990702 2.8841785e-08 1.1007767e-07 0.3370827 6.1775544e-04 0.8706603 1.2465344 1.0638288 1.2561456 2.1860532 0.5783959 0.4588263 9.1424066e-02 1.2218675 0.9273871 1.5295358 0 0 0
PPE_ENS_173 0.6266178 0.6967092 1.0126426 0.6201829 1.2426393 0.7276781 1.9200408 0.4947724 1.0008246 1.6955009 2.5432823 1.0845067 1.7202180e-08 1.1500996e-07 0.4469340 5.3341848e-03 1.8706984 0.6292607 0.7922595 1.9090906 5.4147398 3.6758544 0.6971609 0.1746231 0.7609464 1.5678099 0.6349166 0 0 0
PPE_ENS_174 2.2511360 0.4375453 1.7239240 1.1184918 1.0488826 2.0460071 0.3494905 1.9836799 1.0686123 2.0482175 2.0037994 0.9715814 2.1199834e-08 1.3907586e-07 0.6737372 5.2561183e-03 1.1587315 0.8506914 1.1894567 1.0365665 1.3828992 2.7994746 0.4114053 0.2422206 1.1248157 0.5442762 4.8945982 0 0 0
PPE_ENS_175 2.7804997 0.4734217 1.5256989 0.8611192 0.6243185 1.8869719 1.7036313 1.5353602 1.0167756 0.2379607 0.2265923 0.9067341 3.7796204e-08 1.2618438e-07 0.4424776 3.9609527e-03 1.5202896 1.9972059 0.9524031 0.6820877 1.6281937 1.0729633 0.5884321 0.1069106 1.0140448 1.4987192 5.0922172 0 0 0
PPE_ENS_176 2.9302294 0.8326236 0.9836977 1.1683029 1.2003417 0.2646552 0.6173129 1.2586506 0.9976597 1.8736685 1.2747995 0.9505093 3.0984291e-08 6.1790399e-08 0.5442716 1.9818355e-03 0.7117578 0.7708764 0.8234195 0.7403454 4.6278322 1.7301352 0.6099392 4.2332470e-02 1.0618076 1.7661395 1.8623306 0 0 0
PPE_ENS_177 1.7133964 1.0728308 0.9208280 1.3605413 1.6866808 0.9000780 2.0716062 0.2735986 0.9259700 2.7520227 1.1791591 0.9161710 1.6182738e-08 8.2567441e-08 0.6453686 6.5607033e-04 0.8284608 0.9122932 1.0428702 1.9750769 8.0913609 0.8180921 0.6681399 5.2363363e-02 0.8182267 1.8501819 3.4332987 0 0 0
PPE_ENS_178 2.8148985 1.9451255 1.7527574 1.4537965 0.8164591 2.7046677 0.9017817 0.6431245 0.9765344 0.3543387 0.6457634 1.0999296 3.5140135e-08 8.6557134e-08 0.5096486 3.5773046e-03 1.3741642 1.4774689 0.9973168 0.9393481 2.5014899 3.0248414 0.4261288 4.6360278e-02 1.0519835 0.7712660 0.2814648 0 0 0
PPE_ENS_179 0.9474692 1.7875104 1.1142180 0.6267017 0.6149324 2.4661950 1.5908228 2.3828358 1.0870470 2.2460055 1.4963208 1.0752762 1.6601960e-08 7.1751554e-08 0.6024105 3.4671785e-03 0.9705249 0.8090217 1.2150380 1.1915685 0.1371780 1.3891079 0.6243360 0.2017116 1.0768906 1.5707795 0.2579817 0 0 0
PPE_ENS_180 2.7519649 1.3354682 1.3962388 1.3933252 1.0444006 1.7978400 1.4314656 2.9175766 1.0111661 1.6847740 1.3522102 1.0885457 2.9180709e-08 1.1398923e-07 0.3232926 3.1860336e-03 1.8045338 0.7913859 0.8670402 1.9718373 1.7695686 2.6004732 0.4913174 0.1243167 0.9863534 1.7800208 2.5920307 0 0 0
PPE_ENS_181 1.1772407 3.3101976 1.1681299 0.9936658 1.3756395 3.5719576 1.1682302 0.3167166 1.0876509 2.4712365 0.3710132 1.0313754 4.3873209e-08 5.9785413e-08 0.5680974 1.1248795e-03 1.1258422 0.7296983 0.8087756 1.2660388 3.5516311 2.0966585 0.5332233 3.7407938e-02 1.1049469 0.8736243 4.2539847 0 0 0
PPE_ENS_182 1.1302441 0.8679944 0.9487315 0.6426258 1.2152166 0.3172702 2.5028270 0.5138026 1.0705237 0.5406476 2.6046459 0.9052862 1.9244040e-08 5.6290147e-08 0.7661130 4.9580941e-04 0.7061560 0.5298850 1.1194721 0.5949676 5.0119897 1.5396035 0.7002369 0.1840634 0.8537457 1.2465783 2.6018753 0 0 0
PPE_ENS_183 0.4578269 1.9583654 1.1032743 0.6450270 1.0754423 0.7148783 1.4176226 1.0610749 1.0792831 0.4970025 0.5704032 0.9289430 1.5605403e-08 1.8510285e-07 0.4513699 2.5227563e-03 1.9705648 1.9717317 0.7857038 2.4138388 2.2677769 1.2227095 0.7715331 2.0264824e-02 0.8583183 1.9287424 4.2365925 0 0 0
PPE_ENS_184 0.8979653 1.0117846 0.9277751 1.5740659 0.6656397 2.4419038 0.8008225 1.9507049 1.0206291 1.9936171 0.2845419 0.9759708 3.3041911e-08 1.5057181e-07 0.5946153 9.6652457e-04 0.6862683 1.2126709 1.1097062 0.5076683 6.6635628 1.4879636 0.5509364 9.3206324e-02 0.7905087 1.1126466 5.6116776 0 0 0
PPE_ENS_185 2.1465308 1.4982725 0.8119574 1.0222601 1.5752111 1.9375483 3.1462015 2.9920498 0.9102404 1.4510218 1.0574851 0.9591785 3.7965846e-08 8.3806291e-08 0.5877031 8.1840858e-04 0.6613389 0.8881325 1.1526043 2.0104740 2.4695634 2.0043724 0.6445028 9.9883791e-02 1.1190804 1.8327903 1.0010455 0 0 0
PPE_ENS_186 1.6071687 1.7335190 0.8491289 1.2145539 1.5345917 0.8354915 1.0322720 1.9463382 1.0507978 1.5140819 1.7432656 1.0969582 2.7243511e-08 1.6253016e-07 0.6240717 3.1916202e-04 1.5515835 0.5978263 0.8375080 1.4569976 2.0321062 1.2675343 0.4974697 0.1650969 0.9258888 0.6063144 3.4917167 0 0 0
PPE_ENS_187 0.7315745 1.8075169 1.5925245 0.8007684 0.8069833 0.6758214 0.8144657 1.3015166 0.9247057 1.0070246 0.1821935 0.9696483 4.3523263e-08 1.0864914e-07 0.8708621 2.8118557e-03 1.7305019 1.7310306 1.0314435 1.9827496 4.9562482 4.1137587 0.6849007 0.2670212 1.1893560 1.6327527 1.9959972 0 0 0
PPE_ENS_188 2.6926216 1.0166248 1.0279671 1.1558949 1.5167980 1.0359033 1.5307845 0.7194666 0.9029980 2.4384886 0.1551065 1.0603654 4.2365416e-08 9.5963711e-08 0.7182610 2.5657594e-03 1.4526667 1.6933305 1.0204830 0.6721199 1.5436394 1.9676381 0.5820442 4.4531221e-02 0.9890056 1.7364070 4.7153861 0 0 0
PPE_ENS_189 2.4578938 0.5128590 1.5374733 0.7311257 0.7645752 3.1778824 0.6257827 1.9068830 0.9216166 1.8065665 1.6424711 1.0058558 2.1367602e-08 1.5216871e-07 0.4864837 1.6602626e-03 1.7050057 0.9201280 0.9593687 1.1036581 7.9429922 0.9217615 0.4683790 0.1449470 1.2067473 1.8897532 2.2879646 0 0 0
PPE_ENS_190 1.7407378 2.8418289 0.6591096 0.9878696 1.8137052 0.5739456 1.8229786 2.2259047 0.9469234 2.3828551 1.5357888 1.0809293 2.5938774e-08 8.3155610e-08 0.3708278 4.2081052e-03 0.8207518 0.5487617 0.8117871 1.2933390 2.1043319 0.7569302 0.4643381 3.3612964e-02 0.8165700 1.9626212 1.9778291 0 0 0
PPE_ENS_191 0.2492732 1.5948658 0.8966714 0.7694625 1.9055373 0.7689863 1.5415526 2.1629537 1.0305088 1.0536719 1.0437775 1.0203438 1.5166092e-08 1.4588939e-07 0.3721453 3.1930772e-03 1.8842357 0.7177734 1.1306075 2.0060104 3.9115040 2.2509921 0.7020062 3.5607498e-02 0.7968864 0.7231085 2.7260566 0 0 0
PPE_ENS_192 1.0742266 1.6883323 0.7889610 1.5064185 1.3003907 1.1821510 0.5341732 0.5562581 0.9307198 0.6200815 1.7563957 0.9342445 3.0615539e-08 4.6420004e-08 0.5327726 1.7290858e-03 1.4572953 1.0353033 1.2231137 1.3236209 3.0953829 2.2364268 0.4030615 8.8493668e-02 1.0497542 1.0802267 1.7053190 0 0 0
PPE_ENS_193 2.9750525 1.8413535 1.1215116 0.8491052 1.0104426 0.5338288 2.4482132 2.5227862 0.9904979 0.9348121 2.4529715 0.9458558 2.3070180e-08 8.7317425e-08 0.5863849 2.3675877e-03 1.9038290 1.3429331 1.0605063 0.9320367 2.7220175 2.8848597 0.5561724 0.2252673 0.8027343 1.9699913 0.2122598 0 0 0
PPE_ENS_194 0.2205025 2.5988612 1.9721035 1.9374319 1.4955797 2.6383656 2.0083478 1.6530385 1.0730490 1.3191513 0.4597770 0.9310636 2.3834264e-08 3.8586133e-08 0.3793718 8.5573407e-04 1.4929603 1.7054285 1.2210053 1.8988763 3.0130060 2.2847369 0.6278164 2.2618605e-02 0.9076421 1.7216756 1.2985593 0 0 0
PPE_ENS_195 2.2904484 1.6069287 1.3369687 0.9463203 1.4230836 1.9538742 2.1738990 1.3267798 1.0464235 1.5371374 0.8104373 0.9234151 2.6360528e-08 9.1000551e-08 0.5404305 2.7174728e-03 1.4256185 0.8922348 1.0704917 0.8559833 0.3840760 0.3945296 0.5075646 8.3666356e-02 1.1026956 1.8476727 4.8292222 0 0 0
PPE_ENS_196 2.2295922 3.2881576 1.0807339 1.6887543 0.6947183 1.2489570 0.2609404 2.7802480 1.0291790 2.2653001 1.9549854 1.0758296 1.8073035e-08 8.2042770e-08 0.5017606 3.8061604e-03 0.6778462 1.2877275 1.0897435 1.7155849 3.5790741 3.3826897 0.6614066 0.1407443 1.0356007 0.6551187 2.0077424 0 0 0
PPE_ENS_197 1.5752460 2.4060961 1.3125479 1.0418919 1.2682747 2.2304866 0.8740050 2.8761160 0.9527544 2.3010387 1.1851549 1.0448533 3.0797905e-08 6.2419460e-08 0.7679371 6.2585300e-04 1.2556711 1.3779574 1.0843280 1.1429584 1.8299367 1.1640479 0.4514530 0.2734837 1.1809626 1.4221973 6.6205618 0 0 0
PPE_ENS_198 0.8841297 4.1446529 1.8071800 0.9429736 1.0721968 1.0434990 3.2496514 1.5554478 1.0526555 1.2576085 2.0259441 0.9640132 2.9397872e-08 5.7645773e-08 0.5545931 4.2804896e-03 0.7764019 0.5645589 0.9842493 1.4619345 1.8041252 2.2674888 0.5360029 0.1955322 0.8118498 0.9550886 4.5660132 0 0 0
PPE_ENS_199 1.9307241 1.9339956 0.7699557 1.5331925 0.6510347 1.9773986 1.7847283 2.0477001 1.0063924 1.2141608 1.9879749 0.9432424 2.2264641e-08 1.2803376e-07 0.4929364 1.3587647e-03 1.2300597 0.7512137 0.9978610 1.6013146 4.1279841 1.8678087 0.7338712 8.7940035e-02 0.8813618 0.8001794 6.4544083 0 0 0
PPE_ENS_200 1.6947901 2.1983708 0.8802058 1.2620402 1.0906426 1.6076451 1.3000689 0.2623510 0.9422115 2.1786917 0.5002322 0.9866573 1.7159789e-08 1.6066155e-07 0.7846194 1.5133067e-03 1.1344750 1.1261740 0.9937457 2.6730918 4.0868593 1.1958752 0.5861309 6.5101700e-02 1.0456705 1.3199000 3.6118576 0 0 0
PPE_ENS_201 1.6284083 0.9374506 1.3238749 1.3743061 0.8694122 3.6491219 1.6171450 1.2372727 0.9861393 1.7491706 1.8315661 1.0224027 4.3459403e-08 1.4848405e-07 0.3631432 1.8427457e-03 1.7716088 1.9554716 1.0116625 1.9352630 4.4217962 1.7591235 0.7305080 2.8339515e-02 1.0802798 1.8011479 5.3882027 0 0 0
PPE_ENS_202 0.4521042 0.3519722 1.6443521 0.7169690 1.1054195 2.0566520 1.4048385 0.5830722 1.0483213 0.7514050 1.5602806 0.9096730 2.6863468e-08 1.0775043e-07 0.7959011 2.2656665e-03 1.3977557 1.9322595 0.8543344 0.8100226 3.6044427 2.6883833 0.7120718 5.7963782e-02 1.0666912 1.5406348 5.1724798 0 0 0
PPE_ENS_203 1.0386167 1.4357800 0.7440148 0.7484824 1.7831030 1.1520662 3.5764697 2.3395211 1.0550236 1.3307383 1.7025308 1.0542775 2.3491272e-08 5.0752772e-08 0.7900941 2.4211407e-03 1.2224067 0.8642804 1.1370242 1.0039906 6.0218400 0.4704006 0.4706904 7.3494429e-02 0.8561539 1.2170098 4.0242514 0 0 0
PPE_ENS_204 2.5586647 2.6795926 1.1538340 1.4493172 1.7994670 1.6967041 0.7283612 2.2906388 0.9137996 2.0352565 0.9198623 0.9552480 3.0862197e-08 1.6817722e-07 0.5810166 2.0669009e-03 1.2657044 1.7170158 0.8253825 1.8901452 2.1388066 2.0577799 0.5274548 4.7863465e-02 1.2320048 0.9979688 3.1903210 0 0 0
PPE_ENS_205 0.3891423 2.2806939 1.2244292 1.7235612 0.9113995 1.3575103 2.6701103 2.2660841 1.0478408 1.7222143 2.1878295 1.0776000 2.7814223e-08 5.5615468e-08 0.8090077 3.0614338e-03 0.9965695 1.3482858 0.8557227 2.4788207 1.6369111 2.1399001 0.5495708 0.1881650 1.0883419 1.4448463 5.9611695 0 0 0
PPE_ENS_206 1.5933847 1.4609277 1.4915720 0.8835229 0.9860176 2.3661352 0.4183337 3.3429010 0.9971343 2.4752174 2.4286389 0.9444191 4.2780978e-08 9.4547333e-08 0.8537120 7.4172110e-04 1.4694416 1.3013957 0.8423612 0.4677573 3.1734406 1.0571339 0.4210022 0.1132329 0.7824066 1.4713894 1.0670545 0 0 0
PPE_ENS_207 0.7207224 0.7543350 1.6098447 1.1148253 0.6456692 1.5527773 1.1012520 2.4608058 1.0801891 0.7885367 1.2971609 1.0835391 3.8594980e-08 4.3895781e-08 0.4355317 2.5818587e-03 1.4035875 1.1433260 1.0632376 1.1315007 7.3424117 0.8650217 0.5986061 6.8658751e-02 0.8256054 0.8673753 2.2737467 0 0 0
PPE_ENS_208 1.7555671 2.1615353 1.8550976 0.8064974 1.4359845 1.8953241 0.3892720 2.4922256 0.9841278 0.4862917 1.2203153 0.9538831 1.5284100e-08 1.4251016e-07 0.7130137 1.8129245e-03 0.9287318 0.6899216 1.0791240 1.7502797 5.9748068 1.2331257 0.7754819 0.1472883 0.9789417 0.7845813 3.1050253 0 0 0
PPE_ENS_209 2.3699548 2.3276044 1.1738777 1.5538850 0.9972253 0.7582826 1.8925387 1.4841583 0.9477209 0.1994605 2.3765058 1.0578725 3.3456965e-08 1.6146530e-07 0.2740218 1.7016928e-03 1.1813984 1.8239284 0.9626390 0.9069528 3.2389475 4.7557535 0.4193548 9.7104894e-02 1.2289329 1.3793502 0.3035630 0 0 0
PPE_ENS_210 2.3797299 0.4071741 1.4516639 1.0505078 0.6157602 0.4120291 3.3430378 2.6296798 1.0059469 1.9051941 0.4371113 1.0172947 3.6344103e-08 9.7590810e-08 0.3981607 1.1162509e-03 1.5750069 1.4297606 0.8300605 1.6097808 0.5892105 4.4966724 0.4891120 8.4287153e-02 1.0124015 1.8201313 0.1482967 0 0 0
PPE_ENS_211 2.5240913 1.2872005 1.4178200 1.4148772 0.7033764 2.6193520 0.4562427 1.0789613 1.0969283 1.5061394 0.3304350 0.9661534 4.0561759e-08 1.0686713e-07 0.5720334 4.3026422e-04 1.7771583 1.6645512 1.1242081 1.7672085 2.1675177 3.9496711 0.6512806 0.1317209 0.9357063 1.7547843 3.3799809 0 0 0
PPE_ENS_212 1.4477250 3.1951763 1.7655109 0.9038524 0.7069586 0.6725672 1.5806482 1.5092696 0.9791270 0.3340668 2.3017608 0.9330292 2.1097481e-08 1.9410564e-07 0.6928785 1.9441652e-03 0.8122030 1.4703109 1.0186953 2.0176463 0.1459862 2.3255049 0.6135009 7.3193422e-02 0.9992832 1.7875036 7.3258943 0 0 0
PPE_ENS_213 2.3945445 2.9209281 0.8187087 1.4233250 0.7108228 3.3693327 0.9604658 2.7730952 1.0157233 1.5334336 1.7305151 0.9381130 3.1493782e-08 4.5266951e-08 0.6255098 7.9509197e-04 1.1535969 1.6074708 1.1734437 0.6068930 0.5731302 2.2249511 0.5020191 7.5952467e-02 1.1774182 1.3805311 0.6601178 0 0 0
PPE_ENS_214 2.8570043 0.7238814 1.0406446 1.2675252 1.4305260 2.3272896 0.7200452 2.0810887 1.0594890 0.1823555 0.6928869 0.9727690 1.6274853e-08 1.6592987e-07 0.4995311 9.0537806e-04 1.9926817 1.0656039 0.9071321 1.3687151 1.6859634 2.6943165 0.4540274 0.1580926 0.8214889 1.4816862 1.3634794 0 0 0
