0 V_SCALE_BC_RAD_NI V_SCALE_DU_RAD_NI V_SCALE_DRYDEP_ACC V_SCALE_DRYDEP_AIT V_SCALE_DRYDEP_COA V_SCALE_EMI_BB V_SCALE_EMI_BF V_SCALE_EMI_ANTH_SO2 V_SCALE_EMI_DUST V_SCALE_SO2_REACTIONS V_SCALE_SO2_SO4_Fraction V_SCALE_EMI_SSA V_SCALE_EMI_CMR_BB V_SCALE_EMI_CMR_BF V_SCALE_EMI_CMR_FF V_SCALE_EMI_DMS V_SCALE_EMI_FF V_SCALE_NUC_FT V_SCALE_SO4_COATING V_SCALE_PH_PERT V_SCALE_WETDEP_BC V_SCALE_WETDEP_IC V_SCALE_KAPPA_SS V_SCALE_KAPPA_SO4 V_SCALE_CDNC_MIN INSTALL START END
PPE_PI_ENS_179 0.8183 8.2848e-03 1.3589 0.2162 0.6198 2.2789 3.3518 0.9511 0.9194 0.9946 1.9770 2.1516 1.2448 2.7586 1.3912 1.0466 0.8244 5.8342 1.5844 1.5363e-05 1.4461 1.2586 0.9198 0.7749 20.7937 0 0 0
PPE_PI_ENS_180 0.4824 1.2223e-03 1.4462 0.9619 0.7531 0.6326 1.4366 0.6496 0.8067 0.6385 2.4906 0.9414 0.4312 2.0314 1.0873 0.8600 1.7336 4.5582 2.2524 2.1215e-05 1.4197 1.3492 0.9148 0.7151 34.3715 0 0 0
PPE_PI_ENS_181 0.6415 9.2774e-03 0.5878 1.6325 1.6890 3.9258 3.2745 1.3567 1.9276 1.7077 1.2376 0.6562 0.8475 1.1743 0.9607 1.2801 0.9168 7.8218 4.3767 3.1655e-06 0.5933 1.0454 0.8980 0.5893 56.7274 0 0 0
PPE_PI_ENS_182 0.3629 5.3611e-03 1.2434 1.1572 0.3612 2.8351 3.0699 1.0894 1.8708 1.1561 1.2944 2.2055 0.7085 2.8249 0.8815 0.4010 1.5101 4.1977 1.4805 1.5880e-05 1.5644 1.8730 0.5166 0.6218 25.5462 0 0 0
PPE_PI_ENS_183 0.6544 6.9975e-04 0.1481 0.5230 0.8696 1.3563 2.2608 0.9000 1.2039 1.7871 1.1953 2.2746 0.4518 2.4975 1.3839 2.6417 0.5798 4.0869 3.7533 3.5975e-06 1.7900 1.0997 0.8657 0.5446 45.6935 0 0 0
PPE_PI_ENS_184 0.6137 2.0542e-04 0.2781 1.3573 2.6563 3.6246 0.4511 1.3857 1.4202 1.7908 2.9790 0.8538 1.1226 2.4789 0.9931 2.4223 1.6881 4.9856 1.0401 8.4884e-06 0.7955 0.6152 1.0064 0.5617 19.7024 0 0 0
PPE_PI_ENS_185 0.5556 1.4011e-04 1.3146 0.9994 0.1595 1.5897 3.8473 1.2738 1.1049 1.6821 1.8025 0.7102 0.6331 2.4467 1.1313 0.3695 1.1534 8.0556 4.4929 7.7559e-06 0.6971 0.5993 0.6716 0.4160 47.9794 0 0 0
PPE_PI_ENS_186 0.4888 2.9087e-03 0.3704 1.8581 4.2713 1.2051 3.0537 1.2686 1.0587 0.9300 1.5250 2.2173 0.5882 1.0076 1.2504 2.0834 1.4813 1.7012 4.0377 4.1336e-06 0.6051 1.1701 0.5701 0.5155 2.2481 0 0 0
PPE_PI_ENS_187 0.4102 1.7370e-03 1.3324 1.4175 2.1356 2.4687 1.3293 1.3468 0.5473 0.7232 1.4141 1.5561 1.2232 1.2741 0.9376 1.0637 1.6936 0.5740 0.6481 2.6446e-05 1.2502 1.0698 0.8011 0.7372 43.7522 0 0 0
PPE_PI_ENS_188 0.3320 3.2569e-03 1.1234 1.5067 4.8968 0.2963 1.7231 1.3305 0.6876 1.4020 2.5656 0.8730 1.0654 1.2962 0.9041 2.8946 1.0840 9.7542 1.0071 1.6363e-05 1.4598 1.9760 1.0474 0.4902 37.1964 0 0 0
PPE_PI_ENS_189 0.7961 5.4706e-03 1.0023 0.8159 4.7977 3.0597 1.5282 1.4867 1.4612 0.9963 2.8263 2.4939 1.1869 2.8927 1.1063 2.5406 1.1970 1.9984 3.7736 1.2516e-06 0.9267 0.9924 0.8620 0.4641 55.4711 0 0 0
PPE_PI_ENS_190 0.2845 8.6606e-03 1.2190 0.4459 4.8113 0.8890 3.3409 1.2380 1.6400 1.4637 1.3076 1.1133 0.3813 1.8086 1.0945 1.3419 1.7560 3.4650 1.5673 1.6892e-05 1.0792 1.1589 0.6698 0.7841 31.1582 0 0 0
PPE_PI_ENS_191 0.7997 3.5045e-03 0.1387 0.8983 4.6447 0.4686 2.2969 1.1670 1.3111 0.8591 1.9815 0.9152 1.2183 1.1266 1.2749 2.5781 0.9336 6.0653 1.3885 1.4215e-05 0.7923 1.8021 1.1429 0.6937 54.9722 0 0 0
PPE_PI_ENS_192 0.6243 7.2962e-03 0.9481 1.0718 0.4174 3.5415 3.2130 1.1493 0.7455 0.5387 2.2506 2.1372 1.2283 0.8423 0.5836 1.5873 0.7255 2.1080 4.2524 3.8864e-06 0.9523 0.5783 1.0377 0.6356 37.3374 0 0 0
PPE_PI_ENS_193 0.7113 3.4241e-03 0.4042 0.4775 3.8924 2.9753 3.7900 0.9164 1.9505 1.6441 2.4002 2.1993 1.0472 0.9062 1.1233 1.4767 1.0368 8.2895 3.2504 1.5087e-06 0.8892 0.7889 1.0259 0.5171 1.3811 0 0 0
PPE_PI_ENS_194 0.2046 1.4929e-03 1.4148 0.6588 4.3698 3.2219 1.0893 1.0149 1.8992 1.8942 1.4230 2.1155 0.5245 3.0178 1.3478 0.7321 1.7021 6.9267 3.6115 3.0780e-05 1.4336 1.0364 0.6524 0.7839 46.7236 0 0 0
PPE_PI_ENS_195 0.5575 4.1020e-03 0.5386 0.4204 1.4994 2.6314 1.4624 1.2601 0.6306 1.2416 2.1565 1.1432 0.6207 2.6715 1.3268 0.7058 0.8632 4.7411 0.3535 1.0800e-05 1.8271 1.9186 0.7410 0.4223 44.9235 0 0 0
PPE_PI_ENS_196 0.3266 7.0559e-03 0.5651 0.2972 2.6860 2.2219 3.9550 1.3082 1.8753 1.3694 1.9352 1.5901 0.8426 2.3561 0.8415 2.7556 1.2903 5.5296 2.9305 7.4106e-06 1.9495 0.5341 0.7675 0.7166 12.0756 0 0 0
PPE_PI_ENS_197 0.7017 5.9433e-03 0.2305 1.8678 3.7007 1.4534 2.8273 1.2472 1.9083 1.8265 2.8398 1.5447 0.8627 3.1506 1.1599 2.0734 0.9776 4.3340 0.8048 3.0391e-05 1.8085 1.6932 0.9444 0.7043 7.9616 0 0 0
PPE_PI_ENS_198 0.7468 9.2909e-04 0.7450 1.6055 2.5564 1.5662 2.4618 0.6834 0.9051 1.0063 2.4300 1.1864 0.3640 1.1044 0.6195 2.5276 0.7001 5.3379 0.5381 3.0968e-05 1.6885 1.9804 0.6017 0.6870 30.2399 0 0 0
PPE_PI_ENS_199 0.5229 8.5555e-03 0.7160 0.3995 2.6265 1.3971 2.3332 1.1074 1.8917 1.0223 2.3309 1.7464 1.0776 1.8874 1.0752 0.6461 1.3541 1.4210 0.7132 1.4994e-05 1.1237 1.3975 1.0289 0.6599 43.9896 0 0 0
PPE_PI_ENS_200 0.6831 4.2356e-03 0.4582 1.7362 2.3188 1.0897 0.7248 1.1089 0.9396 0.6766 1.3885 1.5088 1.0413 2.8521 1.4747 2.1715 1.3080 9.1497 1.5023 2.6682e-05 1.4994 0.9553 0.9822 0.7664 8.3348 0 0 0
